SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
530853,HIPOLIN LTD.,XT,Q,30.50,30.60,30.50,30.60,30.60,30.00,2,1000,30550.00,,INE963A01011,30-Oct-20,,
530871,CHEMBOND CHM,B ,Q,151.00,152.00,146.65,152.00,152.00,151.35,26,544,81110.00,,INE995D01025,30-Oct-20,,
530879,CIFL        ,X ,Q,116.00,117.00,111.00,116.00,116.00,116.95,32,959,111223.00,,INE345H01016,30-Oct-20,,
530883,SUPER CROP. ,X ,Q,7.30,7.49,7.10,7.29,7.29,7.17,76,24775,179254.00,,INE366G01022,30-Oct-20,,
530889,ALKA INDIA  ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,19,5026,954.00,,INE061B01020,30-Oct-20,,
530897,N.G.IND.LTD.,X ,Q,46.95,50.75,44.00,46.20,46.20,43.00,28,445,20308.00,,INE825C01018,30-Oct-20,,
530907,S.I.CAPITAL ,P ,Q,15.50,15.50,15.50,15.50,15.50,15.00,1,100,1550.00,,INE417F01017,30-Oct-20,,
530915,J.R.FOODS   ,XT,Q,2.35,2.35,2.35,2.35,2.35,2.46,6,9534,22404.00,,INE989E01018,30-Oct-20,,
530919,REMSONS IND.,B ,Q,79.15,79.15,79.15,79.15,79.15,79.30,2,2,158.00,,INE474C01015,30-Oct-20,,
530943,SRI ADHIKARI,B ,Q,1.34,1.36,1.27,1.34,1.34,1.31,11,4540,5946.00,,INE416A01036,30-Oct-20,,
530951,RAMINFO     ,XT,Q,17.99,17.99,17.99,17.99,17.99,18.00,1,9,161.00,,INE357B01022,30-Oct-20,,
530959,DIANA TEA CO,XT,Q,9.60,10.00,9.57,10.00,10.00,9.95,8,2920,28008.00,,INE012E01035,30-Oct-20,,
530961,VIKASECO    ,T ,Q,4.95,5.08,4.75,4.90,4.82,4.84,73,63239,312939.00,,INE806A01020,30-Oct-20,,
530965,INDIAN OIL  ,A ,Q,79.60,81.90,78.95,79.55,79.55,78.45,10953,2673770,214839278.00,,INE242A01010,30-Oct-20,,
530973,ALFA ICA (I),XT,Q,24.00,24.00,24.00,24.00,24.00,23.75,5,931,22344.00,,INE042C01010,30-Oct-20,,
530977,SKCIL       ,X ,Q,28.95,31.75,28.95,31.75,31.75,30.45,4,400,12318.00,,INE260E01014,30-Oct-20,,
530979,INDIA HOME  ,X ,Q,40.50,41.50,39.60,40.45,40.50,40.40,37,5497,224450.00,,INE274E01015,30-Oct-20,,
530991,ROOPA INDUS ,X ,Q,10.50,11.00,10.50,11.00,11.00,10.54,3,755,7930.00,,INE443C01010,30-Oct-20,,
530997,UNIQUE ORGAN,XT,Q,12.03,12.51,12.03,12.51,12.51,12.27,53,36665,441252.00,,INE333E01019,30-Oct-20,,
530999,BALAJI AMINE,B ,Q,865.00,872.05,828.00,842.65,840.35,861.45,751,7957,6800205.00,,INE050E01027,30-Oct-20,,
531025,VISAGAR FIN ,XT,Q,0.38,0.40,0.38,0.39,0.40,0.39,31,25101,9813.00,,INE309H01020,30-Oct-20,,
531041,COMPETENT AU,X ,Q,115.00,128.10,115.00,120.20,120.50,118.20,13,118,14193.00,,INE823B01015,30-Oct-20,,
531067,CONTIL I LTD,X ,Q,9.00,9.00,8.59,8.59,8.59,8.59,6,87,782.00,,INE080G01011,30-Oct-20,,
531069,VIJAY SOLVEX,XT,Q,560.15,560.15,560.15,560.15,560.15,571.55,4,91,50973.00,,INE362D01010,30-Oct-20,,
531082,ALANKIT     ,B ,Q,15.65,15.95,15.45,15.60,15.55,15.60,72,5358,84014.00,,INE914E01040,30-Oct-20,,
531083,NIHAR INFO  ,X ,Q,2.92,3.18,2.92,2.93,2.93,3.03,28,4894,14614.00,,INE876E01033,30-Oct-20,,
531091,UNITED CRED.,X ,Q,9.55,9.55,8.69,9.53,9.53,9.55,7,413,3592.00,,INE858C01027,30-Oct-20,,
531092,OM MET INFRA,B ,Q,17.00,17.80,16.85,16.85,16.85,17.10,39,4022,70606.00,,INE239D01028,30-Oct-20,,
531099,RUBRA MEDICA,XT,Q,1.89,1.89,1.89,1.89,1.89,1.80,1,58,109.00,,INE396H01019,30-Oct-20,,
531109,ISHAN DYES  ,X ,Q,43.95,44.50,42.55,43.95,43.95,42.00,24,4117,179881.00,,INE561M01018,30-Oct-20,,
531111,GOTHI PLASCO,P ,Q,13.00,13.00,13.00,13.00,13.00,13.00,1,100,1300.00,,INE538G01018,30-Oct-20,,
531112,BALUFORGE   ,XT,Q,112.85,118.45,112.85,112.85,112.85,112.85,3,26,2939.00,,INE011E01029,30-Oct-20,,
531120,PATEL ENGG. ,B ,Q,10.65,10.65,9.21,9.47,9.47,10.02,610,165690,1575810.00,,INE244B01030,30-Oct-20,,
531126,VIRTUALSOFT.,X ,Q,1.43,1.43,1.43,1.43,1.43,1.50,4,756,1081.00,,INE237C01016,30-Oct-20,,
531129,INANI MARBLE,X ,Q,14.50,14.50,13.60,14.44,14.50,14.00,5,5301,76544.00,,INE635D01027,30-Oct-20,,
531137,GEMSTONE INV,X ,Q,2.50,2.50,2.50,2.50,2.50,2.55,140,35920,89800.00,,INE503D01027,30-Oct-20,,
531146,MEDICAMEN BI,X ,Q,398.50,401.00,391.00,394.85,393.00,397.00,63,2494,989582.00,,INE646B01010,30-Oct-20,,
531147,ALICON      ,B ,Q,311.35,314.20,299.50,300.45,306.00,313.10,23,136,41421.00,,INE062D01024,30-Oct-20,,
531158,CATVISION   ,X ,Q,5.54,5.54,5.05,5.05,5.05,5.28,3,160,857.00,,INE660B01011,30-Oct-20,,
531161,ABM KNOWLEDG,X ,Q,106.00,107.55,99.30,103.50,103.50,104.50,241,40563,4104739.00,,INE850B01026,30-Oct-20,,
531162,EMAMI LTD.  ,A ,Q,353.60,368.70,352.50,360.15,357.05,363.20,1048,14537,5204002.00,,INE548C01032,30-Oct-20,,
531163,KEMISTAR    ,X ,Q,44.00,44.00,44.00,44.00,44.00,44.25,4,270,11880.00,,INE971L01029,30-Oct-20,,
531172,PRANAV.SPIN ,X ,Q,15.00,15.00,15.00,15.00,15.00,14.29,5,1716,25740.00,,INE569D01028,30-Oct-20,,
531173,SYSCHEM (I) ,XT,Q,5.90,5.99,5.65,5.90,5.90,5.90,13,10490,62628.00,,INE121D01036,30-Oct-20,,
531179,ARMAN FIN   ,B ,Q,543.80,545.35,536.00,537.30,536.90,545.00,9,10,5387.00,,INE109C01017,30-Oct-20,,
531192,MIDINFRA    ,XT,Q,0.68,0.68,0.68,0.68,0.68,0.71,6,150,102.00,,INE290M01022,30-Oct-20,,
531198,DHANADACOL  ,XT,Q,2.91,3.05,2.91,3.00,3.00,2.91,26,7562,22648.00,,INE041F01015,30-Oct-20,,
531199,GLANCE FIN. ,X ,Q,34.20,37.70,34.20,37.70,37.70,35.95,2,101,3457.00,,INE580D01017,30-Oct-20,,
531201,SHILCHAR TEC,X ,Q,170.20,199.00,170.20,189.20,185.00,184.60,24,1065,206142.00,,INE024F01011,30-Oct-20,,
531209,NUCLE.SOFT E,B ,Q,598.15,610.00,585.00,606.60,606.60,588.00,1563,12055,7264758.00,,INE096B01018,30-Oct-20,,
531213,MANAP FIN   ,A ,Q,157.90,158.50,152.95,155.50,155.50,157.00,1317,159693,24873456.00,,INE522D01027,30-Oct-20,,
531215,RTS POWER CO,X ,Q,35.00,35.00,30.35,31.15,31.70,32.00,22,801,25168.00,,INE005C01017,30-Oct-20,,
531216,COMFORT INTE,X ,Q,4.83,5.00,4.83,5.00,5.00,4.90,8,1132,5490.00,,INE819A01031,30-Oct-20,,
531223,ANJANI SYNT.,X ,Q,14.00,14.00,12.85,12.85,12.85,12.75,3,25,344.00,,INE364D01032,30-Oct-20,,
531225,XTGLOBAL    ,XT,Q,26.75,26.75,24.70,25.45,25.95,25.85,49,3024,78363.00,,INE547B01028,30-Oct-20,,
531233,RASI ELECTRO,X ,Q,2.45,2.83,2.45,2.70,2.70,2.65,8,8570,21614.00,,INE822D01021,30-Oct-20,,
531234,VICTORY PAPR,XT,Q,100.55,100.55,97.00,99.40,100.00,100.35,19,1838,178760.00,,INE962E01015,30-Oct-20,,
531241,LINC PEN &PL,B ,Q,149.15,163.85,149.15,154.00,154.00,156.50,21,742,114486.00,,INE802B01019,30-Oct-20,,
531260,SUNEDISON   ,XT,Q,29.85,29.85,29.85,29.85,29.85,28.45,3,550,16417.00,,INE332F01018,30-Oct-20,,
531266,VST TILLERS ,B ,Q,1561.00,1588.15,1531.35,1564.10,1575.00,1542.70,282,1120,1746378.00,,INE764D01017,30-Oct-20,,
531268,B2B SOFT.   ,XT,Q,8.75,9.60,8.75,9.60,9.60,9.21,10,725,6344.00,,INE151B01011,30-Oct-20,,
531273,RADHE DEVLOP,X ,Q,8.61,9.79,8.61,9.19,9.19,9.64,7,373,3254.00,,INE986B01036,30-Oct-20,,
531278,ELIXIR      ,X ,Q,23.00,23.00,21.00,22.80,22.80,22.35,22,795,18215.00,,INE785D01012,30-Oct-20,,
531280,PANKAJ POLY.,X ,Q,3.27,3.27,3.27,3.27,3.27,3.44,4,1400,4578.00,,INE698B01011,30-Oct-20,,
531281,P.G.IND.LTD.,XT,Q,4.55,4.55,4.55,4.55,4.55,4.64,41,20760,94458.00,,INE807H01023,30-Oct-20,,
531289,NATFIT      ,X ,Q,28.40,28.40,27.00,27.00,27.00,26.50,4,1124,30507.00,,INE643C01015,30-Oct-20,,
531297,ARTEFACT PR ,X ,Q,36.00,36.00,32.10,34.60,34.75,33.25,98,10306,357785.00,,INE885B01014,30-Oct-20,,
531306,DHP INDIA LT,X ,Q,341.00,347.95,330.00,333.30,331.50,338.70,43,923,308582.00,,INE590D01016,30-Oct-20,,
531307,RRIL        ,X ,Q,4.12,4.12,4.12,4.12,4.12,4.04,18,23236,95732.00,,INE951M01037,30-Oct-20,,
531319,MARUTI SEC. ,X ,Q,1.42,1.42,1.42,1.42,1.42,1.49,1,115,163.00,,INE368C01019,30-Oct-20,,
531328,KRETTOSYS   ,XT,Q,3.68,3.68,3.68,3.68,3.68,3.75,4,181,666.00,,INE128R01015,30-Oct-20,,
531334,VIKALP SEC. ,XT,Q,6.33,6.33,6.33,6.33,6.33,6.45,1,1,6.00,,INE186E01011,30-Oct-20,,
531335,ZYDUS WELL  ,A ,Q,1861.30,1916.20,1860.45,1870.75,1876.25,1866.05,882,3678,6948130.00,,INE768C01010,30-Oct-20,,
531337,JUMPNET     ,B ,Q,39.10,39.10,39.10,39.10,39.10,41.15,23,1738,67955.00,,INE974C01022,30-Oct-20,,
531340,BERVIN INV. ,XT,Q,6.37,6.37,6.37,6.37,6.37,6.70,1,1,6.00,,INE348I01018,30-Oct-20,,
531341,GUJ.INVESTA ,X ,Q,1.41,1.41,1.41,1.41,1.41,1.43,2,2,2.00,,INE373D01017,30-Oct-20,,
531343,INDINFRA    ,X ,Q,1.44,1.44,1.44,1.44,1.44,1.38,1,28,40.00,,INE954M01031,30-Oct-20,,
531344,CONTAIN.CORP,A ,Q,381.00,395.50,381.00,390.80,390.80,383.75,916,23612,9218723.00,,INE111A01025,30-Oct-20,,
531346,EASTERN TRED,X ,Q,36.00,36.00,35.00,35.00,35.00,35.70,7,51,1790.00,,INE500D01015,30-Oct-20,,
531349,PANACEA BIOT,B ,Q,178.00,178.00,172.25,174.10,173.60,174.90,254,6157,1071598.00,,INE922B01023,30-Oct-20,,
531358,CHOICE INT. ,X ,Q,111.10,116.50,111.10,116.05,114.50,110.15,81,11469,1314518.00,,INE102B01014,30-Oct-20,,
531359,SHRIRAM ASSE,X ,Q,47.30,52.00,47.30,49.75,49.80,49.75,18,1424,70822.00,,INE777G01012,30-Oct-20,,
531364,PARAMONE    ,X ,Q,10.25,10.75,10.19,10.74,10.74,10.25,54,4531,47617.00,,INE005E01013,30-Oct-20,,
531373,BYKE HOSP   ,B ,Q,13.58,13.59,13.33,13.50,13.50,13.53,25,3671,49596.00,,INE319B01014,30-Oct-20,,
531390,UPSURGE INV.,X ,Q,12.30,12.55,11.50,11.80,11.90,12.00,15,55185,650417.00,,INE890B01014,30-Oct-20,,
531398,SOURCENTRL  ,XT,Q,125.50,125.50,125.50,125.50,125.50,123.30,3,28,3514.00,,INE679C01027,30-Oct-20,,
531400,ALMONDZ GLO ,B ,Q,13.33,13.59,12.94,12.95,12.95,13.04,44,3551,46921.00,,INE326B01027,30-Oct-20,,
531404,ZICOM ELECTR,T ,Q,2.22,2.23,2.06,2.23,2.23,2.13,22,8051,17533.00,,INE871B01014,30-Oct-20,,
531409,ALCH CORP   ,X ,Q,7.10,7.10,6.50,6.50,6.50,6.77,3,10,70.00,,INE057D01016,30-Oct-20,,
531411,TUNI TEXTILE,XT,Q,0.31,0.31,0.31,0.31,0.31,0.32,13,7091,2198.00,,INE560D01027,30-Oct-20,,
531412,RADIX IND   ,XT,Q,39.20,39.20,38.85,39.00,39.00,40.60,3,55,2146.00,,INE576N01014,30-Oct-20,,
531417,MEGA CORPN. ,X ,Q,0.86,0.86,0.82,0.82,0.82,0.86,16,2511,2075.00,,INE804B01023,30-Oct-20,,
531426,TAMIL.NEWSPR,A ,Q,102.80,103.35,100.25,102.35,102.55,101.65,305,9285,944428.00,,INE107A01015,30-Oct-20,,
531429,ADVENT COMP.,X ,Q,1.44,1.44,1.44,1.44,1.44,1.44,1,1,1.00,,INE101C01022,30-Oct-20,,
531431,SHAKTI PUMPS,T ,Q,213.65,226.00,213.00,213.85,217.85,219.20,184,13125,2833377.00,,INE908D01010,30-Oct-20,,
531433,SUNGOLD CAP.,X ,Q,0.73,0.73,0.73,0.73,0.73,0.73,1,645,470.00,,INE271D01013,30-Oct-20,,
531439,GOLDSTONE EN,T ,Q,8.07,8.39,8.07,8.39,8.39,8.43,5,113,946.00,,INE805A01014,30-Oct-20,,
531449,GRM OVERSEAS,XT,Q,329.40,329.40,313.00,317.00,317.00,317.35,21,1912,605824.00,,INE192H01012,30-Oct-20,,
531453,MOHIT INDUS.,B ,Q,3.01,3.01,3.01,3.01,3.01,3.15,4,170,511.00,,INE954E01012,30-Oct-20,,
531454,POLYLINK POL,X ,Q,12.50,13.66,12.20,12.83,12.60,13.74,30,3476,45021.00,,INE323D01020,30-Oct-20,,
531460,CONTI.CONTRL,XT,Q,3.75,3.80,3.70,3.70,3.70,3.75,8,2040,7645.00,,INE545B01022,30-Oct-20,,
531471,DUKE OFFSHOR,XT,Q,7.19,7.78,7.04,7.14,7.05,7.41,19,3121,22740.00,,INE397G01019,30-Oct-20,,
531472,CYBELE IND  ,XT,Q,8.66,8.66,8.66,8.66,8.66,8.25,1,1,8.00,,INE183D01010,30-Oct-20,,
531489,CG-VAK SOFTW,X ,Q,75.20,78.00,73.50,74.95,76.40,77.00,30,1561,117272.00,,INE084D01010,30-Oct-20,,
531494,NAVKAR BUILD,XT,Q,9.00,9.00,9.00,9.00,9.00,9.25,2,10,90.00,,INE268H01010,30-Oct-20,,
531499,SYBLY INDS. ,X ,Q,2.66,2.66,2.66,2.66,2.66,2.54,4,261,694.00,,INE080D01042,30-Oct-20,,
531500,RAJESH EXPO.,A ,Q,476.70,476.70,456.60,461.80,460.30,454.25,436,2538,1170760.00,,INE343B01030,30-Oct-20,,
531502,ESAAR (I)LTD,X ,Q,1.87,1.90,1.84,1.89,1.90,1.87,61,95591,179532.00,,INE404L01039,30-Oct-20,,
531503,MARIS SPIN. ,XT,Q,34.75,34.75,34.75,34.75,34.75,33.10,3,11,382.00,,INE866D01010,30-Oct-20,,
531508,EVEREADY (I),B ,Q,134.80,135.60,133.20,135.50,135.50,134.80,93,532,71760.00,,INE128A01029,30-Oct-20,,
531512,ORIENT TRADE,XT,Q,1.90,1.90,1.87,1.89,1.89,1.96,11,4200,7872.00,,INE681D01021,30-Oct-20,,
531518,VIKASPROP   ,B ,Q,2.36,2.39,2.31,2.36,2.36,2.28,367,697969,1655167.00,,INE767B01022,30-Oct-20,,
531525,ACE SOFTWARE,X ,Q,13.95,13.95,13.95,13.95,13.95,13.30,1,1,13.00,,INE849B01010,30-Oct-20,,
531531,HATSUN AGRO ,A ,Q,803.40,806.15,795.00,800.25,795.00,802.90,107,229,183439.00,,INE473B01035,30-Oct-20,,
531533,E.COM INFOTE,XT,Q,10.27,10.27,10.27,10.27,10.27,9.79,4,223,2290.00,,INE578B01015,30-Oct-20,,
531539,RISHABH DIGH,X ,Q,21.00,22.00,20.00,20.55,20.85,21.00,15,232,4916.00,,INE864D01015,30-Oct-20,,
531540,MARUTI INFRA,X ,Q,16.55,17.00,16.00,16.05,16.05,16.80,25,5140,84765.00,,INE392G01010,30-Oct-20,,
531541,AVONLIFE    ,Z ,Q,5.11,5.31,5.11,5.19,5.11,5.21,18,2831,14589.00,,INE881A01015,30-Oct-20,,
531543,JINDAL WORLD,B ,Q,49.80,49.90,48.70,49.25,49.25,48.80,344,16949,833113.00,,INE247D01039,30-Oct-20,,
531548,SOMANY CRAM ,A ,Q,211.90,214.00,208.05,208.60,209.65,208.65,140,2196,459864.00,,INE355A01028,30-Oct-20,,
531556,CORAL (I)FIN,B ,Q,18.55,19.00,18.50,19.00,19.00,18.60,29,2241,41961.00,,INE558D01021,30-Oct-20,,
531557,AMIT SECUR. ,X ,Q,2.79,2.79,2.79,2.79,2.79,2.66,1,5,13.00,,INE137E01014,30-Oct-20,,
531574,VAS INFRA   ,XT,Q,3.17,3.17,3.17,3.17,3.17,3.04,1,10,31.00,,INE192C01013,30-Oct-20,,
531578,KMF BUILDERS,X ,Q,2.46,2.47,2.46,2.47,2.47,2.36,2,1002,2464.00,,INE580H01026,30-Oct-20,,
531582,BERYL SECUR.,X ,Q,8.88,8.88,8.88,8.88,8.88,9.34,1,100,888.00,,INE508J01015,30-Oct-20,,
531583,RAP MEDIA   ,X ,Q,18.70,18.70,18.65,18.65,18.65,17.85,5,125,2331.00,,INE483D01014,30-Oct-20,,
531591,BAMPSL SECUR,XT,Q,0.80,0.80,0.77,0.77,0.77,0.80,5,6049,4825.00,,INE802A01037,30-Oct-20,,
531592,GENPHARMA   ,X ,Q,12.63,13.25,12.28,12.83,13.12,12.26,360,843890,10491509.00,,INE861N01036,30-Oct-20,,
531595,CGCL        ,A ,Q,243.05,249.40,240.80,247.65,249.30,247.00,1054,46909,11501265.00,,INE180C01026,30-Oct-20,,
531599,FDC LIMITED ,A ,Q,349.00,350.25,339.15,343.60,343.60,340.40,671,9286,3208666.00,,INE258B01022,30-Oct-20,,
531621,CENTERAC    ,X ,Q,1.27,1.27,1.27,1.27,1.27,1.33,1,1000,1270.00,,INE157B01026,30-Oct-20,,
531624,COUNTRY COND,B ,Q,3.50,3.50,3.50,3.50,3.50,3.34,22,35965,125877.00,,INE695B01025,30-Oct-20,,
531633,LINCOLN PHAR,B ,Q,217.90,219.85,207.50,216.60,214.75,217.05,527,12333,2622982.00,,INE405C01035,30-Oct-20,,
531637,PRAVEG      ,X ,Q,48.00,48.00,47.30,47.30,47.30,48.25,28,2218,104912.00,,INE722B01019,30-Oct-20,,
531642,MARICOLTD   ,A ,Q,362.05,366.70,355.05,356.55,356.55,362.15,1470,59936,21602537.00,,INE196A01026,30-Oct-20,,
531652,THIRDWAVE FI,XT,Q,25.40,25.40,25.40,25.40,25.40,26.70,1,12,304.00,,INE528C01018,30-Oct-20,,
531668,VISION CORPO,X ,Q,0.64,0.64,0.64,0.64,0.64,0.64,1,20,12.00,,INE661D01015,30-Oct-20,,
531672,INANI SEC.  ,XT,Q,19.50,19.50,19.50,19.50,19.50,19.50,1,50,975.00,,INE224C01014,30-Oct-20,,
531687,KARUTURI GLO,Z ,Q,0.21,0.21,0.20,0.20,0.21,0.21,65,780801,159869.00,,INE299C01024,30-Oct-20,,
531688,PRITHVIEXCH ,X ,Q,19.50,19.50,19.50,19.50,19.50,19.45,1,15,292.00,,INE621B01021,30-Oct-20,,
531717,VIDHIING    ,B ,Q,131.05,133.25,128.80,129.50,129.05,131.15,180,6474,842207.00,,INE632C01026,30-Oct-20,,
531719,BHAGIRA.CHEM,X ,Q,390.00,390.00,367.00,371.45,375.00,383.70,76,1821,688921.00,,INE414D01019,30-Oct-20,,
531726,PANCHSHEEL O,X ,Q,72.25,75.00,71.50,74.80,74.75,74.95,11,395,28512.00,,INE316G01019,30-Oct-20,,
531727,MENON PISTON,X ,Q,13.80,14.39,13.17,13.61,13.61,13.12,180,41182,566489.00,,INE650G01029,30-Oct-20,,
531737,GREENCREST  ,X ,Q,0.49,0.50,0.49,0.49,0.49,0.49,7,2730,1345.00,,INE414C01029,30-Oct-20,,
531739,GENNEX LAB  ,X ,Q,3.84,3.94,3.71,3.89,3.89,3.76,179,72761,277598.00,,INE509C01026,30-Oct-20,,
531746,PRAJAY ENGS.,B ,Q,6.66,6.70,6.66,6.70,6.70,6.53,3,100,669.00,,INE505C01016,30-Oct-20,,
531752,SUN TECHNO  ,XT,Q,0.20,0.20,0.20,0.20,0.20,0.21,1,700,140.00,,INE703D01023,30-Oct-20,,
531761,APOLLOPIPES ,B ,Q,460.55,463.15,443.60,458.50,460.00,466.25,420,1810,814529.00,,INE126J01016,30-Oct-20,,
531768,POLY MEDICUR,B ,Q,485.05,490.45,478.20,481.20,478.20,482.10,278,4085,1986197.00,,INE205C01021,30-Oct-20,,
531778,KACHCHHMIN  ,XT,Q,8.01,8.09,8.01,8.09,8.09,7.71,21,4119,33148.00,,INE059E01010,30-Oct-20,,
531784,KCLINFRA    ,XT,Q,0.96,0.96,0.95,0.95,0.95,0.95,2,16470,15661.00,,INE469F01026,30-Oct-20,,
531795,ATUL AUTO   ,B ,Q,155.80,159.70,155.80,157.10,159.10,155.80,286,5380,844894.00,,INE951D01028,30-Oct-20,,
531802,PRERNA INFR ,X ,Q,19.40,19.40,19.40,19.40,19.40,19.20,1,1,19.00,,INE426H01014,30-Oct-20,,
531813,GANGAPAPERS ,XT,Q,33.75,33.75,33.75,33.75,33.75,32.15,2,174,5872.00,,INE278O01015,30-Oct-20,,
531814,TIRUPATI SAR,X ,Q,5.79,5.79,5.79,5.79,5.79,5.72,2,51,295.00,,INE297J01023,30-Oct-20,,
531822,RODIUM      ,X ,Q,99.40,99.70,99.40,99.45,99.45,99.55,10,1520,151272.00,,INE513E01024,30-Oct-20,,
531832,NAGAR.AGRITE,X ,Q,2.95,2.95,2.95,2.95,2.95,3.10,1,500,1475.00,,INE793H01017,30-Oct-20,,
531841,INDUSFINL   ,X ,Q,7.56,7.56,7.56,7.56,7.56,7.56,1,20,151.00,,INE935D01013,30-Oct-20,,
531842,LAHOTI OVER.,X ,Q,10.45,10.50,10.10,10.50,10.10,9.85,7,1990,20887.00,,INE515C01023,30-Oct-20,,
531845,ZENITHSTL   ,T ,Q,0.95,0.95,0.95,0.95,0.95,1.00,4,1458,1385.00,,INE318D01020,30-Oct-20,,
531859,ORIENTAL VEN,X ,Q,36.20,37.95,35.10,37.95,37.95,36.00,20,1233,44773.00,,INE457G01029,30-Oct-20,,
531861,JOINDRE CAPI,X ,Q,16.50,16.50,15.30,16.10,16.00,16.05,26,890,14146.00,,INE024B01010,30-Oct-20,,
531862,BHARATAGRI  ,X ,Q,158.00,158.75,150.00,152.85,155.00,158.75,31,4640,712368.00,,INE842D01011,30-Oct-20,,
531867,UNITECH INTE,X ,Q,4.22,4.50,4.22,4.50,4.50,4.44,3,223,997.00,,INE929K01011,30-Oct-20,,
531869,SACHETA MET.,X ,Q,15.70,15.70,14.75,14.85,15.10,15.45,77,14517,218666.00,,INE433G01012,30-Oct-20,,
531879,PIONEER DIS.,B ,Q,100.15,100.20,99.20,100.00,100.00,99.20,44,329,32872.00,,INE889E01010,30-Oct-20,,
531882,KWALITYLTD  ,B ,Q,2.50,2.58,2.42,2.48,2.50,2.47,86,85960,214125.00,,INE775B01025,30-Oct-20,,
531888,REXNORD ELE.,X ,Q,24.05,24.80,23.00,23.80,23.80,24.75,25,6704,160850.00,,INE687C01012,30-Oct-20,,
531889,INTEG.TECH. ,XT,Q,0.88,0.88,0.88,0.88,0.88,0.84,1,50,44.00,,INE882B01029,30-Oct-20,,
531892,KHANDWALA SE,B ,Q,9.66,10.96,8.50,9.18,9.50,9.14,94,11744,109045.00,,INE060B01014,30-Oct-20,,
531900,CCL INTER   ,X ,Q,16.61,16.61,16.29,16.41,16.61,16.29,20,741,12215.00,,INE778E01031,30-Oct-20,,
531909,SWAGRUHA    ,XT,Q,5.33,5.33,5.29,5.29,5.29,5.09,5,110,583.00,,INE587J01027,30-Oct-20,,
531911,GALAXY AGRIC,XT,Q,7.60,7.60,7.60,7.60,7.60,8.00,1,1,7.00,,INE803L01016,30-Oct-20,,
531917,TWINSTAR SOF,Z ,Q,0.93,0.93,0.93,0.93,0.93,0.92,1,500,465.00,,INE070B01013,30-Oct-20,,
531921,AGAR IND COR,B ,Q,86.85,86.85,83.70,84.90,84.90,85.95,13,112,9399.00,,INE204E01012,30-Oct-20,,
531925,SHANTANU SHE,XT,Q,0.57,0.57,0.57,0.57,0.57,0.55,4,3609,2057.00,,INE545N01019,30-Oct-20,,
531950,VERTEX SEC. ,X ,Q,1.00,1.00,0.99,0.99,0.99,0.96,4,3370,3346.00,,INE316D01024,30-Oct-20,,
531952,RIBA TEXTILS,X ,Q,33.00,33.60,31.00,32.50,31.25,33.40,60,53332,1745006.00,,INE811H01017,30-Oct-20,,
531962,SHREMETAL   ,XT,Q,24.15,24.15,24.15,24.15,24.15,24.15,1,50,1207.00,,INE914B01012,30-Oct-20,,
531977,CHARTERLOGIS,X ,Q,2.77,3.27,2.77,3.18,3.18,2.98,131,59466,186420.00,,INE558F01026,30-Oct-20,,
531978,AMBIKA COTTO,B ,Q,680.55,702.00,680.55,698.25,699.00,682.60,180,625,434052.00,,INE540G01014,30-Oct-20,,
531979,HIND ALUMIN ,X ,Q,39.00,39.90,37.90,39.00,39.00,37.90,10,1455,57612.00,,INE227B01019,30-Oct-20,,
532011,POOJA ENT   ,XT,Q,64.90,64.90,64.90,64.90,64.90,63.65,19,639,41471.00,,INE147C01017,30-Oct-20,,
532015,GRAVITY (I) ,XT,Q,1.38,1.44,1.38,1.44,1.44,1.45,4,3055,4216.00,,INE995A01013,30-Oct-20,,
532022,FILAT FASH  ,XT,Q,2.22,2.22,2.11,2.11,2.11,2.22,3,2350,5107.00,,INE185E01013,30-Oct-20,,
532033,JAIN STUDIOS,Z ,Q,1.65,1.65,1.65,1.65,1.65,1.70,3,515,849.00,,INE486B01011,30-Oct-20,,
532039,ZENOTECH    ,X ,Q,32.50,34.30,32.50,34.30,34.30,32.70,96,11549,393048.00,,INE486F01012,30-Oct-20,,
532041,HINDUSTN BIO,XT,Q,1.83,2.01,1.83,2.01,2.01,1.92,12,2414,4560.00,,INE597C01013,30-Oct-20,,
532051,SWELECT     ,T ,Q,118.50,118.50,116.20,118.45,118.45,118.80,9,429,50256.00,,INE409B01013,30-Oct-20,,
532053,WALLFORT FIN,XT,Q,19.50,20.00,19.50,20.00,20.00,19.15,3,277,5440.00,,INE121B01014,30-Oct-20,,
532054,KDDL LTD    ,B ,Q,160.75,162.00,158.85,160.45,160.45,160.85,17,334,53678.00,,INE291D01011,30-Oct-20,,
532067,KILPEST (I) ,XT,Q,380.00,388.00,373.00,381.85,385.00,382.55,327,10909,4122495.00,,INE994E01018,30-Oct-20,,
532070,SUPERB PAPER,X ,Q,11.44,11.44,11.44,11.44,11.44,11.00,1,100,1144.00,,INE311N01016,30-Oct-20,,
532081,KSERASERA   ,Z ,Q,0.20,0.20,0.19,0.19,0.20,0.19,74,999841,194744.00,,INE216D01026,30-Oct-20,,
