SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
511473,IND.BANK MER,B ,Q,8.61,8.71,8.49,8.56,8.71,8.61,27,3468,29746.00,,INE841B01017,30-Oct-20,,
511501,BHARAT BHUSH,X ,Q,19.50,19.55,17.90,19.50,19.50,18.80,14,553,10275.00,,INE900A01013,30-Oct-20,,
511505,CAPITAL TRUS,B ,Q,61.00,61.00,57.25,57.50,57.50,59.95,9,433,25683.00,,INE707C01018,30-Oct-20,,
511509,VIVO BIO TEC,X ,Q,42.40,42.95,40.25,41.70,40.40,41.45,46,4599,190616.00,,INE380K01017,30-Oct-20,,
511523,VEERHEALTH  ,X ,Q,8.25,8.25,8.25,8.25,8.25,8.25,6,3221,26573.00,,INE882C01035,30-Oct-20,,
511525,PAN INDIA C ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,4,1150,218.00,,INE376A01032,30-Oct-20,,
511533,SAHARA HOUSG,X ,Q,35.80,37.00,33.55,35.65,37.00,35.30,16,1955,68887.00,,INE135C01012,30-Oct-20,,
511549,MORARKA FIN.,X ,Q,32.40,34.80,28.55,30.30,30.15,31.65,25,1880,60823.00,,INE367A01015,30-Oct-20,,
511551,MONARCH     ,XT,Q,25.40,25.40,24.50,24.50,24.50,24.85,9,1049,25730.00,,INE903D01011,30-Oct-20,,
511559,TIMES GUARAN,B ,Q,20.25,20.25,20.25,20.25,20.25,21.70,2,2,40.00,,INE289C01025,30-Oct-20,,
511571,SOMDATT FIN ,X ,Q,13.90,13.90,12.60,12.90,13.90,13.25,3,54,706.00,,INE754C01010,30-Oct-20,,
511577,SAVANI FIN. ,XT,Q,8.20,8.20,8.20,8.20,8.20,8.20,1,716,5871.00,,INE304E01010,30-Oct-20,,
511589,AVONMORE    ,X ,Q,11.35,12.40,11.00,12.39,12.40,10.34,191,68881,840473.00,,INE323B01016,30-Oct-20,,
511601,YASH MANAGE.,XT,Q,12.10,12.50,11.99,12.03,12.00,12.61,19,68090,827479.00,,INE216B01012,30-Oct-20,,
511605,ARIHANT CAP.,X ,Q,69.70,69.70,63.75,66.05,65.95,67.30,64,1757,115229.00,,INE420B01028,30-Oct-20,,
511626,R R FINANCE.,Z ,Q,11.60,12.15,11.60,12.15,12.15,11.60,2,3434,39971.00,,INE229D01011,30-Oct-20,,
511628,IMCAP       ,X ,Q,42.00,42.00,42.00,42.00,42.00,41.00,3,1310,55020.00,,INE417D01012,30-Oct-20,,
511630,SAMBHAAV MED,B ,Q,1.91,1.99,1.90,1.99,1.99,1.91,34,5456,10526.00,,INE699B01027,30-Oct-20,,
511658,NETTLINX LTD,X ,Q,63.00,63.00,61.75,62.20,62.20,63.00,72,11592,723641.00,,INE027D01019,30-Oct-20,,
511672,SCANSTL     ,X ,Q,19.00,19.00,17.70,18.70,18.70,18.55,3,7,126.00,,INE099G01011,30-Oct-20,,
511676,GIC HOUSING ,A ,Q,97.60,102.95,97.30,98.50,98.50,97.50,717,31319,3100325.00,,INE289B01019,30-Oct-20,,
511702,PARSHARTI IN,X ,Q,5.09,5.09,5.09,5.09,5.09,4.99,1,5,25.00,,INE290E01011,30-Oct-20,,
511706,ACTION FIN. ,X ,Q,6.30,6.30,6.30,6.30,6.30,6.30,1,4,25.00,,INE357A01032,30-Oct-20,,
511712,RELIC TECHNO,X ,Q,9.75,9.75,9.75,9.75,9.75,10.25,1,70,682.00,,INE452B01013,30-Oct-20,,
511716,ESCORT FINAN,XT,Q,3.65,3.65,3.65,3.65,3.65,3.84,1,10,36.00,,INE359A01012,30-Oct-20,,
511724,BAID LEASING,X ,Q,26.15,27.45,24.80,25.85,24.80,27.45,18,1796,46636.00,,INE020D01014,30-Oct-20,,
511728,KZ LEAS FIN.,X ,Q,9.02,9.03,9.02,9.03,9.03,9.49,2,101,911.00,,INE006C01015,30-Oct-20,,
511730,TRC FINAN.SE,XT,Q,20.95,20.95,20.95,20.95,20.95,22.05,1,2,41.00,,INE759D01017,30-Oct-20,,
511736,USHDEV INTNL,X ,Q,0.19,0.19,0.18,0.18,0.18,0.18,6,20065,3711.00,,INE981D01025,30-Oct-20,,
511740,MEHTA HOUSIN,XT,Q,7.11,7.11,7.11,7.11,7.11,7.11,2,200,1422.00,,INE239B01014,30-Oct-20,,
511742,UGROCAP     ,X ,Q,87.00,95.00,85.15,90.80,94.00,85.30,45,5432,491050.00,,INE583D01011,30-Oct-20,,
511754,SHALIB.FINAN,X ,Q,65.20,68.00,65.20,68.00,68.00,70.00,2,134,8924.00,,INE861D01011,30-Oct-20,,
511756,ABIRAMI FIN.,Z ,Q,3.30,3.30,3.30,3.30,3.30,3.24,1,1,3.00,,INE195I01013,30-Oct-20,,
511766,MUTHOOT CAP ,B ,Q,368.00,369.00,361.40,366.35,365.95,368.20,94,510,187140.00,,INE296G01013,30-Oct-20,,
511768,MASTER TRUST,X ,Q,16.15,16.15,16.15,16.15,16.15,16.15,1,12,193.00,,INE677D01029,30-Oct-20,,
512018,CNI RES LTD ,X ,Q,1.60,1.70,1.49,1.69,1.69,1.74,31,21579,33925.00,,INE135H01029,30-Oct-20,,
512048,LUHARUKA    ,X ,Q,0.80,0.80,0.80,0.80,0.80,0.80,2,31,24.00,,INE195E01020,30-Oct-20,,
512064,VISVEN      ,XT,Q,40.00,40.00,40.00,40.00,40.00,40.00,3,281,11240.00,,INE762D01011,30-Oct-20,,
512068,DECCANGOLD  ,X ,Q,13.90,14.35,13.90,14.04,14.16,14.05,109,18173,255972.00,,INE945F01025,30-Oct-20,,
512070,UPL         ,A ,Q,453.95,457.30,446.60,453.15,453.15,450.55,6440,189821,85914498.00,,INE628A01036,30-Oct-20,,
512093,CRANES SOFTW,X ,Q,0.44,0.44,0.36,0.36,0.36,0.40,15,11956,4849.00,,INE234B01023,30-Oct-20,,
512131,SIGNET IND  ,B ,Q,18.75,19.00,18.75,18.95,18.95,19.35,14,715,13467.00,,INE529F01035,30-Oct-20,,
512161,8KMILES     ,T ,Q,82.80,86.90,80.00,86.90,86.90,82.80,198,20128,1721731.00,,INE650K01021,30-Oct-20,,
512165,ABANSENT    ,X ,Q,221.50,221.50,200.45,201.25,200.50,211.00,26,1083,220428.00,,INE365O01010,30-Oct-20,,
512169,CAPRICORN   ,XT,Q,6.46,6.78,6.46,6.78,6.78,6.46,8,610,4132.00,,INE968E01012,30-Oct-20,,
512175,VAMA INDS   ,X ,Q,6.71,6.71,6.02,6.26,6.26,6.29,32,873,5414.00,,INE685D01022,30-Oct-20,,
512179,SUNTECK REAL,A ,Q,263.00,273.00,262.80,270.40,270.40,261.50,660,25718,6917652.00,,INE805D01034,30-Oct-20,,
512215,STEPHANOTIS ,XT,Q,20.20,22.30,20.20,20.35,20.35,21.25,9,431,8765.00,,INE902L01016,30-Oct-20,,
512217,PRISM MEDI  ,X ,Q,22.10,22.10,21.05,21.75,21.85,21.20,24,1313,28154.00,,INE730E01016,30-Oct-20,,
512229,VERITAS     ,XT,Q,36.50,36.50,35.30,35.30,35.30,36.00,6,630,22455.00,,INE379J01029,30-Oct-20,,
512237,JAI CORP LTD,A ,Q,84.45,84.80,82.10,82.65,82.20,82.25,440,41785,3483019.00,,INE070D01027,30-Oct-20,,
512247,ASHIRWAD CAP,X ,Q,1.95,1.99,1.91,1.92,1.92,1.92,7,606,1174.00,,INE894A01026,30-Oct-20,,
512257,SVARTCORP   ,X ,Q,2.80,2.80,2.63,2.67,2.67,2.74,30,3154,8662.00,,INE895A01023,30-Oct-20,,
512267,MEDIA MATRIX,X ,Q,5.00,5.00,4.66,4.85,4.85,5.01,17,5621,27213.00,,INE200D01020,30-Oct-20,,
512289,SHIRPUR GOLD,B ,Q,7.31,7.31,6.99,7.00,6.99,7.26,22,11108,77843.00,,INE196B01016,30-Oct-20,,
512296,BHAGYA INL  ,B ,Q,18.00,18.00,18.00,18.00,18.00,17.50,2,600,10800.00,,INE458B01036,30-Oct-20,,
512379,CRESSANDA SO,XT,Q,0.34,0.34,0.33,0.33,0.33,0.34,7,13222,4473.00,,INE716D01033,30-Oct-20,,
512381,STARTECK    ,X ,Q,47.55,52.30,47.05,49.95,49.95,48.10,1003,23606,1131712.00,,INE992I01013,30-Oct-20,,
512437,APOLLO FIN I,X ,Q,500.00,500.00,463.10,480.90,489.00,485.90,51,283,135922.00,,INE412D01013,30-Oct-20,,
512453,SHRI JAGDAMB,X ,Q,306.00,307.40,291.00,307.40,307.40,292.80,40,1087,330914.00,,INE564J01026,30-Oct-20,,
512455,LLOYDS MET E,X ,Q,10.35,10.87,10.25,10.31,10.31,10.32,27,43566,461162.00,,INE281B01032,30-Oct-20,,
512463,SHREE GLOBAL,X ,Q,1.33,1.34,1.33,1.34,1.34,1.36,3,101,134.00,,INE080I01025,30-Oct-20,,
512493,GARNET INTL ,X ,Q,25.20,25.20,22.80,22.85,22.85,24.00,6,457,11210.00,,INE590B01010,30-Oct-20,,
512519,DONEAR IND. ,B ,Q,24.05,24.05,23.50,23.65,23.50,24.05,32,2179,51630.00,,INE668D01028,30-Oct-20,,
512527,SUPER SAL IN,X ,Q,243.95,249.80,235.00,235.20,248.00,243.95,7,169,40251.00,,INE091C01017,30-Oct-20,,
512529,SEQUENT     ,B ,Q,141.80,146.35,138.50,141.95,141.00,143.55,749,59388,8426886.00,,INE807F01027,30-Oct-20,,
512531,STC INDIA   ,B ,Q,52.70,53.50,51.75,52.35,51.75,52.50,22,434,22893.00,,INE655A01013,30-Oct-20,,
512573,AVANTI FEEDS,A ,Q,482.00,493.10,480.30,481.70,480.55,484.30,564,5348,2593960.00,,INE871C01038,30-Oct-20,,
512599,ADANI ENTER ,A ,Q,330.80,347.45,329.75,339.10,339.10,329.85,10676,633065,214513145.00,,INE423A01024,30-Oct-20,,
512608,BHANDARI HOS,B ,Q,1.14,1.14,1.11,1.13,1.12,1.12,16,3313,3741.00,,INE474E01029,30-Oct-20,,
512624,REGENTRP    ,X ,Q,2.48,2.48,2.48,2.48,2.48,2.37,2,1000,2480.00,,INE769D01016,30-Oct-20,,
512626,ORBIT EXPORT,B ,Q,59.55,61.40,59.30,60.00,60.00,59.90,12,231,13812.00,,INE231G01010,30-Oct-20,,
512634,SAVERA IND  ,X ,Q,35.05,35.05,34.15,34.25,34.25,34.00,5,42,1439.00,,INE104E01014,30-Oct-20,,
513005,VBC FERRO   ,XT,Q,14.25,14.25,14.25,14.25,14.25,13.60,1,1,14.00,,INE114E01013,30-Oct-20,,
513010,TATASTLLP   ,B ,Q,440.70,450.25,430.40,433.20,433.95,436.50,637,5076,2227848.00,,INE674A01014,30-Oct-20,,
513023,NAV BHAR VEN,A ,Q,53.35,53.40,52.25,52.65,52.70,52.50,166,8352,440355.00,,INE725A01022,30-Oct-20,,
513043,REMI EDEL   ,X ,Q,17.53,17.53,17.53,17.53,17.53,16.70,2,201,3523.00,,INE158G01015,30-Oct-20,,
513059,G.S.AUTO INT,X ,Q,3.87,3.87,3.87,3.87,3.87,4.07,4,500,1935.00,,INE736H01024,30-Oct-20,,
513097,SHIV.BIMETAL,X ,Q,55.00,55.05,52.00,53.90,53.90,53.85,68,7452,403982.00,,INE386D01027,30-Oct-20,,
513108,GANDHI SP.TU,B ,Q,201.85,203.20,200.40,201.95,201.95,202.10,33,1504,303377.00,,INE524B01027,30-Oct-20,,
513117,AMFORGE IND.,X ,Q,1.89,1.89,1.89,1.89,1.89,1.98,5,1333,2519.00,,INE991A01020,30-Oct-20,,
513121,ORICON ENT  ,B ,Q,18.05,18.45,18.00,18.25,18.00,18.05,23,2106,38265.00,,INE730A01022,30-Oct-20,,
513142,BALASORE    ,XT,Q,9.05,9.30,8.70,8.86,8.80,8.93,50,7830,70029.00,,INE135A01024,30-Oct-20,,
513149,ACROW INDIA ,XT,Q,151.95,151.95,139.75,139.75,139.75,147.00,4,68,9826.00,,INE950D01012,30-Oct-20,,
513151,STI INDIA LT,Z ,Q,3.26,3.26,3.26,3.26,3.26,3.11,1,50,163.00,,INE090C01019,30-Oct-20,,
513179,NAT STL AGRO,T ,Q,2.93,2.93,2.79,2.79,2.79,2.93,6,5110,14258.00,,INE088B01015,30-Oct-20,,
513216,UTTAM GALVA ,B ,Q,6.35,6.39,5.95,6.30,6.30,6.10,59,34961,217886.00,,INE699A01011,30-Oct-20,,
513228,PENNAR STEEL,B ,Q,16.75,16.80,16.20,16.25,16.30,16.45,41,2827,46427.00,,INE932A01024,30-Oct-20,,
513250,JYOTI STRUCT,Z ,Q,3.00,3.28,2.98,3.24,3.01,3.13,27,12731,40711.00,,INE197A01024,30-Oct-20,,
513252,JAY USHIN   ,X ,Q,456.00,456.00,425.00,433.00,433.00,420.00,3,8,3447.00,,INE289D01015,30-Oct-20,,
513262,ST.STR.WHEEL,B ,Q,482.30,493.90,459.00,473.65,473.65,478.55,855,16556,7846666.00,,INE802C01017,30-Oct-20,,
513269,MAN IND.(I) ,B ,Q,70.00,71.20,69.05,69.45,69.10,68.95,360,27405,1917952.00,,INE993A01026,30-Oct-20,,
513291,PREM PIPES  ,XT,Q,1.76,1.76,1.76,1.76,1.76,1.79,1,1,1.00,,INE448N01024,30-Oct-20,,
513295,IMEC        ,X ,Q,1.11,1.11,1.11,1.11,1.11,1.09,3,1200,1332.00,,INE611C01012,30-Oct-20,,
513305,TERRASCOPE  ,X ,Q,3.72,3.80,3.72,3.80,3.80,3.91,8,1596,5945.00,,INE346M01022,30-Oct-20,,
513349,AJMERA      ,B ,Q,84.00,86.00,83.25,83.85,83.70,83.45,203,3942,333586.00,,INE298G01027,30-Oct-20,,
513353,COCHIN MIN. ,X ,Q,113.70,117.00,112.30,116.05,117.00,113.70,27,726,84366.00,,INE105D01013,30-Oct-20,,
513361,ISW LTD     ,X ,Q,0.45,0.45,0.41,0.41,0.43,0.43,35,49653,20520.00,,INE072A01029,30-Oct-20,,
513369,RAJKUMAR FRG,X ,Q,24.35,24.35,24.35,24.35,24.35,24.35,1,10,243.00,,INE013J01016,30-Oct-20,,
513375,CARBORUNDUM ,A ,Q,269.90,285.50,264.15,284.20,284.20,267.65,2474,38080,10610057.00,,INE120A01034,30-Oct-20,,
513377,MINERAL&METL,A ,Q,16.00,16.10,15.80,15.80,15.80,15.85,136,32003,508966.00,,INE123F01029,30-Oct-20,,
513434,TATA METALIK,A ,Q,514.25,522.00,506.95,514.55,514.30,521.80,313,2694,1386574.00,,INE056C01010,30-Oct-20,,
513436,SHAH ALLOYS ,B ,Q,6.44,6.44,6.44,6.44,6.44,7.15,4,610,3928.00,,INE640C01011,30-Oct-20,,
513446,JSWISPL     ,B ,Q,18.25,18.55,17.80,18.00,18.25,18.35,52,9512,173820.00,,INE743C01021,30-Oct-20,,
513452,ELANGO INDUS,XT,Q,2.00,2.00,2.00,2.00,2.00,2.00,1,2,4.00,,INE594D01018,30-Oct-20,,
513472,SIMPLEX CAST,X ,Q,20.35,20.35,20.35,20.35,20.35,19.75,2,98,1994.00,,INE658D01011,30-Oct-20,,
513488,SH.STEEL WIR,X ,Q,17.70,17.70,17.05,17.05,17.05,17.80,4,320,5462.00,,INE387D01025,30-Oct-20,,
513511,PANCH.STEEL ,XT,Q,28.00,30.85,28.00,29.60,30.50,29.45,8,1657,48188.00,,INE798F01010,30-Oct-20,,
513515,S.R.INDUS.  ,XT,Q,3.25,3.25,3.14,3.14,3.14,3.30,3,235,748.00,,INE329C01011,30-Oct-20,,
513517,STEELCAST   ,X ,Q,100.00,102.20,93.20,95.15,95.15,99.60,52,3109,301676.00,,INE124E01020,30-Oct-20,,
513519,PITTIENG    ,B ,Q,33.25,33.60,32.70,33.25,33.15,32.65,440,95326,3164574.00,,INE450D01021,30-Oct-20,,
513528,GLITTEK GRAN,X ,Q,1.22,1.22,1.22,1.22,1.22,1.22,2,5110,6234.00,,INE741B01027,30-Oct-20,,
513532,PRADEEP MET.,X ,Q,34.50,35.25,33.75,33.75,33.75,34.50,7,476,16436.00,,INE770A01010,30-Oct-20,,
513536,GNRL        ,X ,Q,11.20,12.26,11.10,11.99,11.99,11.68,8,114,1277.00,,INE207H01018,30-Oct-20,,
513554,MAHA STEEL  ,B ,Q,97.00,99.00,96.70,97.80,99.00,96.25,95,3372,330209.00,,INE451L01014,30-Oct-20,,
513566,NOVA IRON&ST,XT,Q,3.45,3.45,3.45,3.45,3.45,3.45,2,100,345.00,,INE608C01026,30-Oct-20,,
513579,FOUNDRY FUEL,Z ,Q,1.40,1.40,1.40,1.40,1.40,1.40,1,1,1.00,,INE617C01027,30-Oct-20,,
513599,HIND.COPPER ,A ,Q,35.00,35.00,32.85,33.00,33.00,33.00,345,43268,1440921.00,,INE531E01026,30-Oct-20,,
513605,SRIPIPES    ,B ,Q,123.80,124.40,121.00,122.40,122.50,121.55,513,13084,1607978.00,,INE943C01027,30-Oct-20,,
513683,NLCINDIA    ,A ,Q,48.90,49.10,48.05,48.80,48.75,48.30,218,25628,1249511.00,,INE589A01014,30-Oct-20,,
513691,JMT AUTO LTD,B ,Q,2.59,2.66,2.55,2.59,2.59,2.62,63,35850,92908.00,,INE988E01036,30-Oct-20,,
513693,KIC METALIKS,X ,Q,23.90,23.90,23.00,23.00,23.20,23.00,33,53211,1225206.00,,INE434C01027,30-Oct-20,,
513699,SOLID STONE ,XT,Q,59.00,59.00,59.00,59.00,59.00,59.00,1,1,59.00,,INE584G01012,30-Oct-20,,
513709,SHILP GRAVUR,X ,Q,48.10,52.00,48.10,51.50,51.50,52.00,4,111,5377.00,,INE960A01017,30-Oct-20,,
513713,WHITEORG    ,X ,Q,4.95,5.24,4.90,4.96,4.96,4.98,11,3529,17643.00,,INE146C01019,30-Oct-20,,
513729,ARO GRANITE ,B ,Q,29.25,32.50,28.00,30.85,31.10,29.45,432,23288,702676.00,,INE210C01013,30-Oct-20,,
514010,HIM.FIBRES  ,XT,Q,1.27,1.27,1.27,1.27,1.27,1.33,3,234,297.00,,INE723D01021,30-Oct-20,,
514030,DEEPAK SPINN,X ,Q,67.00,67.00,67.00,67.00,67.00,70.00,1,500,33500.00,,INE272C01013,30-Oct-20,,
514034,JBF IND.LTD ,B ,Q,7.55,7.60,7.21,7.60,7.60,7.24,452,32072,240582.00,,INE187A01017,30-Oct-20,,
514036,LOY.TEX MILL,X ,Q,265.00,270.00,265.00,270.00,270.00,263.70,2,20,5350.00,,INE970D01010,30-Oct-20,,
514043,HIMAT.SEIDE ,A ,Q,121.85,127.75,121.85,127.10,127.10,121.70,1344,47632,6065284.00,,INE049A01027,30-Oct-20,,
514045,BSL LTD.    ,B ,Q,33.90,34.25,32.20,33.20,33.20,31.50,62,2120,71099.00,,INE594B01012,30-Oct-20,,
514138,SURYALATA SP,X ,Q,86.00,86.00,79.35,79.35,79.35,83.50,3,127,10084.00,,INE132C01027,30-Oct-20,,
514142,TT LTD.     ,B ,Q,39.25,40.55,38.15,39.35,39.35,38.05,127,5230,206334.00,,INE592B01016,30-Oct-20,,
514162,WELSPUN (I) ,A ,Q,73.10,73.10,70.25,70.25,70.25,73.90,836,128981,9123587.00,,INE192B01031,30-Oct-20,,
514165,IND.ACRYLICS,X ,Q,8.09,8.28,7.91,7.97,7.97,7.92,124,40863,328672.00,,INE862B01013,30-Oct-20,,
514167,GANESH ECOSP,B ,Q,258.00,272.00,258.00,268.20,265.00,251.95,161,829,221211.00,,INE845D01014,30-Oct-20,,
514175,VARDHMAN POL,B ,Q,8.20,8.43,7.90,8.00,7.90,8.31,13,3259,26181.00,,INE835A01011,30-Oct-20,,
514183,BLA ROS IND ,X ,Q,122.45,122.45,120.00,120.30,120.00,120.85,678,23168,2796720.00,,INE761G01016,30-Oct-20,,
514211,SUMEET INDUS,B ,Q,2.20,2.20,2.16,2.16,2.16,2.27,7,9354,20538.00,,INE235C01010,30-Oct-20,,
514215,BINNY LTD.  ,XT,Q,107.00,108.50,105.50,105.90,105.50,110.00,9,212,22518.00,,INE118K01011,30-Oct-20,,
514234,SANGAM INDIA,B ,Q,50.00,51.35,48.40,49.05,49.20,48.85,135,12521,624450.00,,INE495C01010,30-Oct-20,,
514240,KUSHIND     ,X ,Q,0.51,0.51,0.51,0.51,0.51,0.49,1,10,5.00,,INE979D01011,30-Oct-20,,
514266,ZENITH FIBRE,X ,Q,35.00,35.00,34.90,34.90,34.90,35.00,3,52,1819.00,,INE106C01013,30-Oct-20,,
514272,BHILWARA SP.,X ,Q,13.25,13.25,13.15,13.15,13.15,13.15,6,2332,30765.00,,INE436C01014,30-Oct-20,,
514274,AARVEE DENIM,B ,Q,10.80,10.80,10.33,10.33,10.33,10.36,3,760,8179.00,,INE273D01019,30-Oct-20,,
514280,SANRHEA TECH,XT,Q,9.79,9.79,9.78,9.78,9.78,10.29,2,25,244.00,,INE589J01015,30-Oct-20,,
514286,ASHIMA LTD. ,T ,Q,7.35,7.49,7.35,7.36,7.36,7.73,4,480,3539.00,,INE440A01010,30-Oct-20,,
514300,PIONEER EMB ,B ,Q,19.75,20.00,19.75,19.85,20.00,19.20,38,955,18955.00,,INE156C01018,30-Oct-20,,
514316,RAGHUVIR SYN,X ,Q,242.00,242.00,242.00,242.00,242.00,253.20,2,50,12100.00,,INE969C01014,30-Oct-20,,
514326,PATSPIN INDI,B ,Q,4.31,4.51,4.31,4.31,4.31,4.30,5,1061,4582.00,,INE790C01014,30-Oct-20,,
514360,KRRAIL      ,XT,Q,11.65,11.65,11.65,11.65,11.65,11.85,3,331,3856.00,,INE078T01026,30-Oct-20,,
514394,AJIL        ,X ,Q,47.95,48.00,44.30,45.85,48.00,46.60,37,4210,192619.00,,INE022N01019,30-Oct-20,,
514400,GARWARE SYN.,X ,Q,1.82,1.82,1.82,1.82,1.82,1.86,1,10,18.00,,INE340D01016,30-Oct-20,,
514402,SHARAD FIBRE,P ,Q,11.55,11.55,11.55,11.55,11.55,11.00,1,100,1155.00,,INE638N01012,30-Oct-20,,
514412,SARUPINDUS  ,X ,Q,20.00,20.00,20.00,20.00,20.00,19.50,1,50,1000.00,,INE305D01019,30-Oct-20,,
514418,MANORG      ,X ,Q,409.90,447.90,409.90,425.00,425.00,409.80,1383,39369,17069922.00,,INE370D01013,30-Oct-20,,
514428,HINDU.ADHESI,X ,Q,100.90,106.05,100.00,102.95,103.00,104.00,16,1163,117448.00,,INE074C01013,30-Oct-20,,
514442,SRI KPR IND ,X ,Q,6.55,6.72,6.55,6.72,6.72,6.40,4,14,93.00,,INE009C01019,30-Oct-20,,
514448,JYOTI RESINS,X ,Q,239.95,244.00,232.30,237.20,239.90,232.45,36,1031,246056.00,,INE577D01013,30-Oct-20,,
514450,MAHA.RUBTECH,X ,Q,26.50,32.05,26.50,32.00,32.00,31.45,10,261,8337.00,,INE112D01035,30-Oct-20,,
514470,WIMSOME TEXT,B ,Q,15.00,15.00,14.78,14.78,14.78,15.49,6,1119,16748.00,,INE837B01031,30-Oct-20,,
515008,MOD.INSUL.  ,XT,Q,20.42,20.42,20.42,20.42,20.42,20.02,1,5,102.00,,INE219W01012,30-Oct-20,,
515030,ASAHI IN.GLA,B ,Q,228.55,228.70,221.25,224.55,223.50,225.80,191,1564,353012.00,,INE439A01020,30-Oct-20,,
515037,MURD.CERAM  ,B ,Q,17.13,17.50,16.51,16.96,16.92,17.07,100,12502,212625.00,,INE692B01014,30-Oct-20,,
515043,SAINT-GOBAIN,X ,Q,56.40,58.30,56.00,56.30,56.30,56.75,355,41799,2377512.00,,INE068B01017,30-Oct-20,,
515055,ANANTRAJ    ,B ,Q,18.85,18.90,17.95,18.20,17.95,18.15,130,14348,265066.00,,INE242C01024,30-Oct-20,,
515085,RESTILE CER.,X ,Q,2.00,2.09,1.72,2.09,2.09,2.04,7,2037,4032.00,,INE298E01022,30-Oct-20,,
515093,MADHAV MARB.,B ,Q,24.60,24.70,24.20,24.70,24.70,23.70,13,1252,30888.00,,INE925C01016,30-Oct-20,,
515127,RAMASIGNS   ,X ,Q,3.49,3.49,3.17,3.18,3.49,3.33,7,490,1559.00,,INE650D01026,30-Oct-20,,
515147,HALDYN GLASS,X ,Q,28.40,28.40,27.10,27.40,27.20,27.15,38,4543,124325.00,,INE506D01020,30-Oct-20,,
516003,DUROPLY     ,XT,Q,52.10,52.10,51.95,52.00,52.00,54.65,10,377,19613.00,,INE932D01010,30-Oct-20,,
516007,MANGALAM TIM,B ,Q,7.05,7.05,7.02,7.02,7.02,7.20,2,500,3510.00,,INE805B01012,30-Oct-20,,
516016,SHREYANS IND,B ,Q,74.00,79.70,72.00,72.20,72.20,73.00,49,1563,116183.00,,INE231C01019,30-Oct-20,,
516022,STAR PAPER  ,B ,Q,89.05,90.05,87.80,88.35,88.35,90.05,129,6623,586024.00,,INE733A01018,30-Oct-20,,
516030,YASHPAKKA   ,X ,Q,58.65,59.90,56.25,57.60,57.50,58.65,261,50124,2895048.00,,INE551D01018,30-Oct-20,,
516064,ARROWGREEN  ,B ,Q,46.60,46.60,46.05,46.05,46.05,48.45,48,1620,74970.00,,INE570D01018,30-Oct-20,,
516082,N.R.AGARWAL ,B ,Q,181.25,181.50,180.55,181.50,181.50,179.70,21,105,19031.00,,INE740D01017,30-Oct-20,,
516086,SH.RAJES.PAP,XT,Q,2.01,2.01,2.01,2.01,2.01,2.11,1,2,4.00,,INE617D01017,30-Oct-20,,
516092,3PLAND      ,B ,Q,6.72,6.72,6.11,6.69,6.11,6.40,3,106,709.00,,INE105C01023,30-Oct-20,,
516096,SANGAL PAPER,XT,Q,88.35,92.00,88.35,92.00,92.00,93.00,2,4,357.00,,INE384D01022,30-Oct-20,,
516098,VENTURA TEXL,X ,Q,3.60,3.60,3.60,3.60,3.60,3.68,1,450,1620.00,,INE810C01044,30-Oct-20,,
516106,SH.KARTHIK P,XT,Q,2.85,2.85,2.71,2.71,2.71,2.85,2,21,59.00,,INE538D01015,30-Oct-20,,
516108,S.I.PAPER   ,X ,Q,60.05,62.80,60.00,61.50,61.20,58.50,51,14510,891998.00,,INE088G01014,30-Oct-20,,
516110,SCANDENT    ,XT,Q,5.68,6.26,5.68,6.26,6.26,5.97,2,1001,5686.00,,INE146N01016,30-Oct-20,,
517015,VINDHYA TELE,B ,Q,729.05,735.55,715.25,717.50,720.95,728.05,50,154,111129.00,,INE707A01012,30-Oct-20,,
517035,RUTTONSHA IN,X ,Q,30.50,30.50,30.50,30.50,30.50,30.45,4,120,3660.00,,INE302D01016,30-Oct-20,,
517041,ADORWELDING ,B ,Q,240.25,240.70,238.00,240.15,240.10,240.65,30,684,164144.00,,INE045A01017,30-Oct-20,,
517059,SALZER ELEC ,B ,Q,99.50,103.80,96.10,103.45,103.00,97.50,874,10582,1085870.00,,INE457F01013,30-Oct-20,,
517063,JETINFOTRAN ,X ,Q,32.50,32.50,32.50,32.50,32.50,32.50,1,1000,32500.00,,INE919C01019,30-Oct-20,,
517119,PCS TECH    ,X ,Q,4.60,4.60,4.60,4.60,4.60,4.84,10,6431,29582.00,,INE834B01012,30-Oct-20,,
517146,USHA MART.LT,B ,Q,21.35,21.65,20.90,21.30,21.35,20.95,183,16199,343952.00,,INE228A01035,30-Oct-20,,
517166,SPEL SEMICON,XT,Q,9.50,9.58,8.70,9.49,9.50,9.13,41,18378,173546.00,,INE252A01019,30-Oct-20,,
517168,SUBROS LTD. ,B ,Q,283.30,284.50,279.20,280.10,280.45,280.45,567,6961,1959296.00,,INE287B01021,30-Oct-20,,
517174,HONEYWELL   ,A ,Q,28825.00,28825.00,28400.00,28439.75,28430.40,28494.00,32,50,1425169.00,,INE671A01010,30-Oct-20,,
